model,scenario,variant,variable,grid_type,version,n_files,filenames
EC-Earth3-Veg,ssp585,r1i1p1f1,vas,gr,v20200225,86.0,"['vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20150101-20151231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20160101-20161231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20170101-20171231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20180101-20181231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20190101-20191231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20200101-20201231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20210101-20211231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20220101-20221231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20230101-20231231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20240101-20241231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20250101-20251231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20260101-20261231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20270101-20271231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20280101-20281231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20290101-20291231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20300101-20301231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20310101-20311231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20320101-20321231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20330101-20331231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20340101-20341231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20350101-20351231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20360101-20361231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20370101-20371231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20380101-20381231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20390101-20391231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20400101-20401231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20410101-20411231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20420101-20421231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20430101-20431231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20440101-20441231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20450101-20451231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20460101-20461231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20470101-20471231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20480101-20481231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20490101-20491231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20500101-20501231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20510101-20511231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20520101-20521231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20530101-20531231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20540101-20541231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20550101-20551231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20560101-20561231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20570101-20571231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20580101-20581231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20590101-20591231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20600101-20601231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20610101-20611231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20620101-20621231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20630101-20631231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20640101-20641231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20650101-20651231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20660101-20661231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20670101-20671231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20680101-20681231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20690101-20691231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20700101-20701231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20710101-20711231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20720101-20721231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20730101-20731231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20740101-20741231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20750101-20751231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20760101-20761231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20770101-20771231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20780101-20781231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20790101-20791231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20800101-20801231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20810101-20811231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20820101-20821231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20830101-20831231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20840101-20841231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20850101-20851231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20860101-20861231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20870101-20871231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20880101-20881231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20890101-20891231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20900101-20901231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20910101-20911231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20920101-20921231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20930101-20931231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20940101-20941231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20950101-20951231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20960101-20961231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20970101-20971231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20980101-20981231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20990101-20991231.nc', 'vas_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_21000101-21001231.nc']"
EC-Earth3-Veg,ssp585,r1i1p1f1,evspsbl,,,,
EC-Earth3-Veg,ssp585,r1i1p1f1,mrro,,,,
EC-Earth3-Veg,ssp585,r1i1p1f1,mrsos,,,,
EC-Earth3-Veg,ssp585,r1i1p1f1,prsn,gr,v20200225,30.0,"['prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20150101-20151231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20180101-20181231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20270101-20271231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20300101-20301231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20320101-20321231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20360101-20361231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20370101-20371231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20390101-20391231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20400101-20401231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20440101-20441231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20450101-20451231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20460101-20461231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20490101-20491231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20500101-20501231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20540101-20541231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20570101-20571231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20610101-20611231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20690101-20691231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20730101-20731231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20740101-20741231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20770101-20771231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20780101-20781231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20810101-20811231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20820101-20821231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20860101-20861231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20890101-20891231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20900101-20901231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20930101-20931231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_20990101-20991231.nc', 'prsn_day_EC-Earth3-Veg_ssp585_r1i1p1f1_gr_21000101-21001231.nc']"
EC-Earth3-Veg,ssp585,r1i1p1f1,snd,,,,
EC-Earth3-Veg,ssp585,r1i1p1f1,snw,,,,
GFDL-ESM4,ssp126,r1i1p1f1,tas,gr1,v20180701,5.0,"['tas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'tas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'tas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'tas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'tas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp126,r1i1p1f1,pr,gr1,v20180701,5.0,"['pr_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'pr_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'pr_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'pr_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'pr_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp126,r1i1p1f1,psl,gr1,v20180701,5.0,"['psl_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'psl_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'psl_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'psl_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'psl_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp126,r1i1p1f1,uas,gr1,v20180701,5.0,"['uas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'uas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'uas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'uas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'uas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp126,r1i1p1f1,vas,gr1,v20180701,5.0,"['vas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'vas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'vas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'vas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'vas_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp126,r1i1p1f1,evspsbl,,,,
GFDL-ESM4,ssp126,r1i1p1f1,mrro,gr1,v20180701,5.0,"['mrro_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'mrro_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'mrro_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'mrro_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'mrro_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp126,r1i1p1f1,mrsos,gr1,v20180701,5.0,"['mrsos_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'mrsos_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'mrsos_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'mrsos_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'mrsos_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp126,r1i1p1f1,prsn,gr1,v20180701,5.0,"['prsn_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'prsn_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'prsn_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'prsn_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'prsn_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp126,r1i1p1f1,snd,,,,
GFDL-ESM4,ssp126,r1i1p1f1,snw,gr1,v20180701,5.0,"['snw_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20150101-20341231.nc', 'snw_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20350101-20541231.nc', 'snw_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20550101-20741231.nc', 'snw_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20750101-20941231.nc', 'snw_day_GFDL-ESM4_ssp126_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp245,r1i1p1f1,tas,gr1,v20180701,5.0,"['tas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20150101-20341231.nc', 'tas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20350101-20541231.nc', 'tas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20550101-20741231.nc', 'tas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20750101-20941231.nc', 'tas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp245,r1i1p1f1,pr,gr1,v20180701,5.0,"['pr_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20150101-20341231.nc', 'pr_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20350101-20541231.nc', 'pr_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20550101-20741231.nc', 'pr_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20750101-20941231.nc', 'pr_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp245,r1i1p1f1,psl,gr1,v20180701,5.0,"['psl_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20150101-20341231.nc', 'psl_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20350101-20541231.nc', 'psl_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20550101-20741231.nc', 'psl_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20750101-20941231.nc', 'psl_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp245,r1i1p1f1,uas,gr1,v20180701,5.0,"['uas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20150101-20341231.nc', 'uas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20350101-20541231.nc', 'uas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20550101-20741231.nc', 'uas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20750101-20941231.nc', 'uas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp245,r1i1p1f1,vas,gr1,v20180701,5.0,"['vas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20150101-20341231.nc', 'vas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20350101-20541231.nc', 'vas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20550101-20741231.nc', 'vas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20750101-20941231.nc', 'vas_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp245,r1i1p1f1,evspsbl,,,,
GFDL-ESM4,ssp245,r1i1p1f1,mrro,gr1,v20180701,5.0,"['mrro_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20150101-20341231.nc', 'mrro_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20350101-20541231.nc', 'mrro_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20550101-20741231.nc', 'mrro_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20750101-20941231.nc', 'mrro_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp245,r1i1p1f1,mrsos,gr1,v20180701,5.0,"['mrsos_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20150101-20341231.nc', 'mrsos_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20350101-20541231.nc', 'mrsos_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20550101-20741231.nc', 'mrsos_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20750101-20941231.nc', 'mrsos_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp245,r1i1p1f1,prsn,,,,
GFDL-ESM4,ssp245,r1i1p1f1,snd,,,,
GFDL-ESM4,ssp245,r1i1p1f1,snw,gr1,v20180701,5.0,"['snw_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20150101-20341231.nc', 'snw_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20350101-20541231.nc', 'snw_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20550101-20741231.nc', 'snw_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20750101-20941231.nc', 'snw_day_GFDL-ESM4_ssp245_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,tas,gr1,v20180701,5.0,"['tas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'tas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'tas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'tas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'tas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,pr,gr1,v20180701,5.0,"['pr_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'pr_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'pr_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'pr_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'pr_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,psl,gr1,v20180701,5.0,"['psl_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'psl_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'psl_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'psl_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'psl_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,uas,gr1,v20180701,5.0,"['uas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'uas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'uas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'uas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'uas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,vas,gr1,v20180701,5.0,"['vas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'vas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'vas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'vas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'vas_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,evspsbl,,,,
GFDL-ESM4,ssp585,r1i1p1f1,mrro,gr1,v20180701,5.0,"['mrro_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'mrro_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'mrro_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'mrro_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'mrro_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,mrsos,gr1,v20180701,5.0,"['mrsos_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'mrsos_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'mrsos_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'mrsos_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'mrsos_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,prsn,gr1,v20180701,5.0,"['prsn_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'prsn_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'prsn_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'prsn_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'prsn_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
GFDL-ESM4,ssp585,r1i1p1f1,snd,,,,
GFDL-ESM4,ssp585,r1i1p1f1,snw,gr1,v20180701,5.0,"['snw_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20150101-20341231.nc', 'snw_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20350101-20541231.nc', 'snw_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20550101-20741231.nc', 'snw_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20750101-20941231.nc', 'snw_day_GFDL-ESM4_ssp585_r1i1p1f1_gr1_20950101-21001231.nc']"
HadGEM3-GC31-LL,ssp126,r1i1p1f3,tas,gn,v20200114,2.0,"['tas_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20150101-20491230.nc', 'tas_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp126,r1i1p1f3,pr,gn,v20200114,2.0,"['pr_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20150101-20491230.nc', 'pr_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp126,r1i1p1f3,psl,gn,v20200114,2.0,"['psl_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20150101-20491230.nc', 'psl_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp126,r1i1p1f3,uas,gn,v20200114,2.0,"['uas_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20150101-20491230.nc', 'uas_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp126,r1i1p1f3,vas,gn,v20200114,2.0,"['vas_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20150101-20491230.nc', 'vas_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp126,r1i1p1f3,evspsbl,,,,
HadGEM3-GC31-LL,ssp126,r1i1p1f3,mrro,,,,
HadGEM3-GC31-LL,ssp126,r1i1p1f3,mrsos,,,,
