model,scenario,variant,table_id,variable,grid_type,version,n_files,filenames
E3SM-2-0,ssp370,r21i1p1f1,day,tasmin,gr,v20230919,9.0,"['tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r2i1p1f1,day,tasmin,gr,v20230913,9.0,"['tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r3i1p1f1,day,tasmin,gr,v20230917,9.0,"['tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r4i1p1f1,day,tasmin,gr,v20230909,9.0,"['tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r5i1p1f1,day,tasmin,gr,v20230913,9.0,"['tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r5i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r6i1p1f1,day,tasmin,gr,v20230917,9.0,"['tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r6i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r7i1p1f1,day,tasmin,gr,v20230909,9.0,"['tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r7i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r8i1p1f1,day,tasmin,gr,v20230913,9.0,"['tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r8i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r9i1p1f1,day,tasmin,gr,v20230917,9.0,"['tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20150101-20241231.nc', 'tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20250101-20341231.nc', 'tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20350101-20441231.nc', 'tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20450101-20541231.nc', 'tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20550101-20641231.nc', 'tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20650101-20741231.nc', 'tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20750101-20841231.nc', 'tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20850101-20941231.nc', 'tasmin_day_E3SM-2-0_ssp370_r9i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r10i1p1f1,Amon,pr,gr,v20230906,2.0,"['pr_Amon_E3SM-2-0_ssp370_r10i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r10i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r11i1p1f1,Amon,pr,gr,v20230910,2.0,"['pr_Amon_E3SM-2-0_ssp370_r11i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r11i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r12i1p1f1,Amon,pr,gr,v20230913,2.0,"['pr_Amon_E3SM-2-0_ssp370_r12i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r12i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r13i1p1f1,Amon,pr,gr,v20230906,2.0,"['pr_Amon_E3SM-2-0_ssp370_r13i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r13i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r14i1p1f1,Amon,pr,gr,v20230910,2.0,"['pr_Amon_E3SM-2-0_ssp370_r14i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r14i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r15i1p1f1,Amon,pr,gr,v20230914,2.0,"['pr_Amon_E3SM-2-0_ssp370_r15i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r15i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r16i1p1f1,Amon,pr,gr,v20230906,2.0,"['pr_Amon_E3SM-2-0_ssp370_r16i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r16i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r17i1p1f1,Amon,pr,gr,v20230910,2.0,"['pr_Amon_E3SM-2-0_ssp370_r17i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r17i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r18i1p1f1,Amon,pr,gr,v20230913,2.0,"['pr_Amon_E3SM-2-0_ssp370_r18i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r18i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r19i1p1f1,Amon,pr,gr,v20230906,2.0,"['pr_Amon_E3SM-2-0_ssp370_r19i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r19i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r1i1p1f1,Amon,pr,gr,v20230906,2.0,"['pr_Amon_E3SM-2-0_ssp370_r1i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r1i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r20i1p1f1,Amon,pr,gr,v20230910,2.0,"['pr_Amon_E3SM-2-0_ssp370_r20i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r20i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r21i1p1f1,Amon,pr,gr,v20230915,2.0,"['pr_Amon_E3SM-2-0_ssp370_r21i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r21i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r2i1p1f1,Amon,pr,gr,v20230910,2.0,"['pr_Amon_E3SM-2-0_ssp370_r2i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r2i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r3i1p1f1,Amon,pr,gr,v20230913,2.0,"['pr_Amon_E3SM-2-0_ssp370_r3i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r3i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r4i1p1f1,Amon,pr,gr,v20230906,2.0,"['pr_Amon_E3SM-2-0_ssp370_r4i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r4i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r5i1p1f1,Amon,pr,gr,v20230910,2.0,"['pr_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r6i1p1f1,Amon,pr,gr,v20230913,2.0,"['pr_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r7i1p1f1,Amon,pr,gr,v20230906,2.0,"['pr_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r8i1p1f1,Amon,pr,gr,v20230910,2.0,"['pr_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r9i1p1f1,Amon,pr,gr,v20230913,2.0,"['pr_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_201501-206412.nc', 'pr_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_206501-210012.nc']"
E3SM-2-0,ssp370,r10i1p1f1,day,pr,gr,v20230909,9.0,"['pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r10i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r11i1p1f1,day,pr,gr,v20230913,9.0,"['pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r11i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r12i1p1f1,day,pr,gr,v20230917,9.0,"['pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r12i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r13i1p1f1,day,pr,gr,v20230909,9.0,"['pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r13i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r14i1p1f1,day,pr,gr,v20230913,9.0,"['pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r14i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r15i1p1f1,day,pr,gr,v20230918,9.0,"['pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r15i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r16i1p1f1,day,pr,gr,v20230909,9.0,"['pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r16i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r17i1p1f1,day,pr,gr,v20230913,9.0,"['pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r17i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r18i1p1f1,day,pr,gr,v20230917,9.0,"['pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r18i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r19i1p1f1,day,pr,gr,v20230910,9.0,"['pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r19i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r1i1p1f1,day,pr,gr,v20230909,9.0,"['pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r1i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r20i1p1f1,day,pr,gr,v20230914,9.0,"['pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r20i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r21i1p1f1,day,pr,gr,v20230919,9.0,"['pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r21i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r2i1p1f1,day,pr,gr,v20230913,9.0,"['pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r2i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r3i1p1f1,day,pr,gr,v20230917,9.0,"['pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r3i1p1f1_gr_20950101-21001231.nc']"
E3SM-2-0,ssp370,r4i1p1f1,day,pr,gr,v20230909,9.0,"['pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20150101-20241231.nc', 'pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20250101-20341231.nc', 'pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20350101-20441231.nc', 'pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20450101-20541231.nc', 'pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20550101-20641231.nc', 'pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20650101-20741231.nc', 'pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20750101-20841231.nc', 'pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20850101-20941231.nc', 'pr_day_E3SM-2-0_ssp370_r4i1p1f1_gr_20950101-21001231.nc']"
