model,scenario,variant,table_id,variable,grid_type,version,n_files,filenames
E3SM-2-0,historical,r11i1p1f1,Amon,clt,gr,v20230809,4.0,"['clt_Amon_E3SM-2-0_historical_r11i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r11i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r11i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r11i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r12i1p1f1,Amon,clt,gr,v20230816,4.0,"['clt_Amon_E3SM-2-0_historical_r12i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r12i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r12i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r12i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r13i1p1f1,Amon,clt,gr,v20230822,4.0,"['clt_Amon_E3SM-2-0_historical_r13i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r13i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r13i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r13i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r14i1p1f1,Amon,clt,gr,v20230802,4.0,"['clt_Amon_E3SM-2-0_historical_r14i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r14i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r14i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r14i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r15i1p1f1,Amon,clt,gr,v20230809,4.0,"['clt_Amon_E3SM-2-0_historical_r15i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r15i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r15i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r15i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r16i1p1f1,Amon,clt,gr,v20230816,4.0,"['clt_Amon_E3SM-2-0_historical_r16i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r16i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r16i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r16i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r17i1p1f1,Amon,clt,gr,v20230822,4.0,"['clt_Amon_E3SM-2-0_historical_r17i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r17i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r17i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r17i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r18i1p1f1,Amon,clt,gr,v20230802,4.0,"['clt_Amon_E3SM-2-0_historical_r18i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r18i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r18i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r18i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r19i1p1f1,Amon,clt,gr,v20230809,4.0,"['clt_Amon_E3SM-2-0_historical_r19i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r19i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r19i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r19i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r1i1p1f1,Amon,clt,gr,v20220830,4.0,"['clt_Amon_E3SM-2-0_historical_r1i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r1i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r1i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r1i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r20i1p1f1,Amon,clt,gr,v20230816,4.0,"['clt_Amon_E3SM-2-0_historical_r20i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r20i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r20i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r20i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r21i1p1f1,Amon,clt,gr,v20230822,4.0,"['clt_Amon_E3SM-2-0_historical_r21i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r21i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r21i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r21i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r2i1p1f1,Amon,clt,gr,v20220830,4.0,"['clt_Amon_E3SM-2-0_historical_r2i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r2i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r2i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r2i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r3i1p1f1,Amon,clt,gr,v20220831,4.0,"['clt_Amon_E3SM-2-0_historical_r3i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r3i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r3i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r3i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r4i1p1f1,Amon,clt,gr,v20220901,4.0,"['clt_Amon_E3SM-2-0_historical_r4i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r4i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r4i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r4i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r5i1p1f1,Amon,clt,gr,v20220901,4.0,"['clt_Amon_E3SM-2-0_historical_r5i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r5i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r5i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r5i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r6i1p1f1,Amon,clt,gr,v20230802,4.0,"['clt_Amon_E3SM-2-0_historical_r6i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r6i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r6i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r6i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r7i1p1f1,Amon,clt,gr,v20230809,4.0,"['clt_Amon_E3SM-2-0_historical_r7i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r7i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r7i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r7i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r8i1p1f1,Amon,clt,gr,v20230815,4.0,"['clt_Amon_E3SM-2-0_historical_r8i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r8i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r8i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r8i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r9i1p1f1,Amon,clt,gr,v20230822,4.0,"['clt_Amon_E3SM-2-0_historical_r9i1p1f1_gr_185001-189912.nc', 'clt_Amon_E3SM-2-0_historical_r9i1p1f1_gr_190001-194912.nc', 'clt_Amon_E3SM-2-0_historical_r9i1p1f1_gr_195001-199912.nc', 'clt_Amon_E3SM-2-0_historical_r9i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r10i1p1f1,day,clt,,,,
E3SM-2-0,historical,r11i1p1f1,day,clt,,,,
E3SM-2-0,historical,r12i1p1f1,day,clt,,,,
E3SM-2-0,historical,r13i1p1f1,day,clt,,,,
E3SM-2-0,historical,r14i1p1f1,day,clt,,,,
E3SM-2-0,historical,r15i1p1f1,day,clt,,,,
E3SM-2-0,historical,r16i1p1f1,day,clt,,,,
E3SM-2-0,historical,r17i1p1f1,day,clt,,,,
E3SM-2-0,historical,r18i1p1f1,day,clt,,,,
E3SM-2-0,historical,r19i1p1f1,day,clt,,,,
E3SM-2-0,historical,r1i1p1f1,day,clt,,,,
E3SM-2-0,historical,r20i1p1f1,day,clt,,,,
E3SM-2-0,historical,r21i1p1f1,day,clt,,,,
E3SM-2-0,historical,r2i1p1f1,day,clt,,,,
E3SM-2-0,historical,r3i1p1f1,day,clt,,,,
E3SM-2-0,historical,r4i1p1f1,day,clt,,,,
E3SM-2-0,historical,r5i1p1f1,day,clt,,,,
E3SM-2-0,historical,r6i1p1f1,day,clt,,,,
E3SM-2-0,historical,r7i1p1f1,day,clt,,,,
E3SM-2-0,historical,r8i1p1f1,day,clt,,,,
E3SM-2-0,historical,r9i1p1f1,day,clt,,,,
E3SM-2-0,historical,r10i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r11i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r12i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r13i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r14i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r15i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r16i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r17i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r18i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r19i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r1i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r20i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r21i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r2i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r3i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r4i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r5i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r6i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r7i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r8i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r9i1p1f1,Eday,clt,,,,
E3SM-2-0,historical,r10i1p1f1,Omon,tos,gr,v20230806,17.0,"['tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r10i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r11i1p1f1,Omon,tos,gr,v20230812,17.0,"['tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r11i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r12i1p1f1,Omon,tos,gr,v20230818,17.0,"['tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r12i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r13i1p1f1,Omon,tos,gr,v20230828,17.0,"['tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r13i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r14i1p1f1,Omon,tos,gr,v20230806,17.0,"['tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r14i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r15i1p1f1,Omon,tos,gr,v20230812,17.0,"['tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r15i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r16i1p1f1,Omon,tos,gr,v20230818,17.0,"['tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r16i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r17i1p1f1,Omon,tos,gr,v20230828,17.0,"['tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r17i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r18i1p1f1,Omon,tos,gr,v20230806,17.0,"['tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r18i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r19i1p1f1,Omon,tos,gr,v20230812,17.0,"['tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r19i1p1f1_gr_201001-201412.nc']"
E3SM-2-0,historical,r1i1p1f1,Omon,tos,gr,v20221112,17.0,"['tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_185001-185912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_186001-186912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_187001-187912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_188001-188912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_189001-189912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_190001-190912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_191001-191912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_192001-192912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_193001-193912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_194001-194912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_195001-195912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_196001-196912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_197001-197912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_198001-198912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_199001-199912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_200001-200912.nc', 'tos_Omon_E3SM-2-0_historical_r1i1p1f1_gr_201001-201412.nc']"
